Fecha,Cierre,Apertura,Máximo,Mínimo,Vol.,% var.
21.02.2013,69.06,70.3,70.3,68.64,2.33M,-2.40%
20.02.2013,70.76,71.82,71.95,70.6,1.49M,-1.43%
19.02.2013,71.79,71.08,71.9,70.79,1.93M,0.59%
18.02.2013,71.37,70.79,71.49,70.65,951.55K,-0.39%
15.02.2013,71.65,71.88,72.1,71.4,1.46M,-0.04%
14.02.2013,71.68,72.15,72.72,71.4,1.35M,-0.65%
13.02.2013,72.15,71.82,72.71,71.28,1.19M,0.88%
12.02.2013,71.52,71.73,72.13,71.09,1.35M,-0.76%
11.02.2013,72.07,73.26,73.53,71.76,1.29M,-1.95%
08.02.2013,73.5,72.05,73.5,71.89,1.31M,2.45%
07.02.2013,71.74,71.62,72.58,71.35,1.64M,-0.04%
06.02.2013,71.77,72.13,72.92,70.97,1.48M,-0.13%
05.02.2013,71.86,71.63,72.2,70.05,1.97M,-0.24%
04.02.2013,72.03,74.78,74.79,72.03,2.06M,-3.29%
01.02.2013,74.48,74.24,75.37,73.85,1.84M,0.45%
31.01.2013,74.15,74.85,74.85,73.68,2.00M,-1.01%
30.01.2013,74.91,75.52,75.6,74.51,1.16M,-0.89%
29.01.2013,75.58,75.4,75.66,74.92,1.17M,0.11%
28.01.2013,75.5,76,76.16,75.41,1.07M,-0.46%
25.01.2013,75.85,74.52,75.85,74.06,1.45M,1.63%
24.01.2013,74.63,74.34,74.7,73.69,975.24K,0.39%
23.01.2013,74.34,74.22,74.91,73.95,1.03M,0.24%
22.01.2013,74.16,74,74.26,72.76,1.55M,-0.16%
21.01.2013,74.28,73.52,74.28,73,856.39K,1.30%
18.01.2013,73.33,74.38,74.55,73.11,1.56M,-0.99%
17.01.2013,74.06,72.98,74.3,72.72,1.38M,1.31%
16.01.2013,73.1,72.1,73.21,71.84,1.17M,0.86%
15.01.2013,72.48,73.11,73.64,72.28,1.55M,-1.01%
14.01.2013,73.22,73.1,73.88,72.59,2.01M,0.00%
11.01.2013,73.22,72,73.22,71.64,1.70M,0.45%
10.01.2013,72.89,72.11,73.83,72.11,1.83M,1.01%
09.01.2013,72.16,72.93,73.95,71.6,2.28M,-1.43%
08.01.2013,73.21,75.36,75.8,73.06,2.29M,-3.35%
07.01.2013,75.75,75.64,75.88,74.91,1.29M,-0.07%
04.01.2013,75.8,75.66,75.96,74.89,1.14M,0.25%
03.01.2013,75.61,75.73,76.05,74.74,1.52M,-0.42%
02.01.2013,75.93,74.9,76.16,74.7,2.35M,4.11%
28.12.2012,72.93,73.51,74,72.93,907.06K,-0.72%
27.12.2012,73.46,72.85,73.83,72.8,1.17M,1.05%
21.12.2012,72.7,71.61,72.85,71.6,3.39M,0.73%
20.12.2012,72.17,71.5,72.26,71.32,1.34M,0.21%
19.12.2012,72.02,72.19,72.19,71.2,1.47M,0.03%
18.12.2012,72,71.95,72.09,71.47,1.34M,0.45%
17.12.2012,71.68,71.73,72.19,71.27,1.39M,-0.07%
14.12.2012,71.73,70.9,71.89,70.8,1.62M,1.33%
13.12.2012,70.79,71.09,71.23,70.28,1.78M,-0.27%
12.12.2012,70.98,70.59,71.13,70.19,1.78M,0.55%
11.12.2012,70.59,69.5,70.64,69.27,1.87M,1.82%
10.12.2012,69.33,68.77,69.43,68.48,1.26M,0.42%
07.12.2012,69.04,68.77,69.19,68,1.80M,0.55%
06.12.2012,68.66,68.26,68.84,68.1,2.04M,1.07%
05.12.2012,67.93,68.39,68.77,67.72,1.77M,0.35%
04.12.2012,67.69,67.89,68.71,67.51,1.28M,-0.31%
03.12.2012,67.9,68.46,68.56,67.78,1.48M,-0.43%
30.11.2012,68.19,67.86,68.59,67.66,1.67M,0.41%
29.11.2012,67.91,67.61,68.33,67.44,2.40M,1.30%
28.11.2012,67.04,67,67.45,66.28,2.11M,0.72%
27.11.2012,66.56,66.41,66.8,65.95,1.19M,0.50%
26.11.2012,66.23,65.49,66.65,65.32,1.41M,0.68%
23.11.2012,65.78,65.72,65.99,65.23,1.73M,0.18%
22.11.2012,65.66,66.37,66.94,65.62,2.12M,-0.73%
21.11.2012,66.14,65.64,66.96,65.6,2.13M,0.67%
20.11.2012,65.7,64.76,65.91,64.56,2.24M,0.91%
19.11.2012,65.11,62.6,65.31,62.5,2.95M,5.03%
16.11.2012,61.99,62.62,63.1,61.57,2.53M,-0.97%
15.11.2012,62.6,62.69,63.21,62.32,1.87M,-1.00%
14.11.2012,63.23,63.58,63.93,62.9,1.29M,-0.61%
13.11.2012,63.62,63.36,63.89,62.57,2.11M,-0.06%
12.11.2012,63.66,64.15,64.28,63.32,1.66M,-0.89%
09.11.2012,64.23,63.93,64.78,63.44,2.76M,0.85%
08.11.2012,63.69,65.01,65.35,63.4,2.66M,-1.13%
07.11.2012,64.42,64.4,66.28,64.07,4.17M,0.58%
06.11.2012,64.05,64.4,65.01,62.8,3.52M,-0.68%
05.11.2012,64.49,64.55,65.24,63.98,2.25M,-0.78%
02.11.2012,65,63.64,65.29,63.51,3.50M,2.65%
01.11.2012,63.32,61.75,63.52,61.66,2.49M,3.04%
31.10.2012,61.45,61.59,62.7,61.42,2.34M,-0.10%
30.10.2012,61.51,60.78,61.51,60.62,1.27M,1.69%
29.10.2012,60.49,60.81,60.97,60.01,1.10M,-0.79%
26.10.2012,60.97,59.85,60.97,59.61,1.86M,1.04%
25.10.2012,60.34,60.01,60.92,59.57,2.12M,-0.02%
24.10.2012,60.35,60.53,60.8,59.22,2.57M,-0.18%
23.10.2012,60.46,61.71,61.79,60.19,2.41M,-1.66%
22.10.2012,61.48,62.08,62.12,61.14,2.07M,-0.85%
19.10.2012,62.01,62.6,63.68,61.93,4.72M,-0.05%
18.10.2012,62.04,61.66,62.29,61.01,2.38M,0.62%
17.10.2012,61.66,61.1,61.81,60.01,2.89M,1.10%
16.10.2012,60.99,60.83,61.15,59.76,2.13M,0.88%
15.10.2012,60.46,60.29,60.95,60.12,1.43M,0.10%
12.10.2012,60.4,60.9,61.85,60.4,1.79M,-0.72%
11.10.2012,60.84,59.16,61.06,59.04,2.60M,2.17%
10.10.2012,59.55,59.93,60.17,59.14,1.78M,-0.73%
09.10.2012,59.99,60.4,60.83,59.76,1.93M,-0.10%
08.10.2012,60.05,60.64,60.66,60.02,1.50M,-1.54%
05.10.2012,60.99,60.19,61.24,60.07,2.66M,2.06%
04.10.2012,59.76,58.25,60.13,58.18,3.78M,3.19%
03.10.2012,57.91,57.58,58.49,57.41,1.69M,0.31%
02.10.2012,57.73,56.84,58.47,56.52,1.97M,1.03%
01.10.2012,57.14,56.85,57.73,56.51,2.33M,0.40%
28.09.2012,56.91,58.13,58.23,56.91,2.05M,-1.27%
27.09.2012,57.64,57.64,58.02,57.29,2.44M,0.03%
26.09.2012,57.62,57.8,57.98,57.4,2.81M,-2.02%
25.09.2012,58.81,59.36,59.36,57.84,2.55M,-1.39%
24.09.2012,59.64,59.41,59.83,58.9,1.44M,-0.25%
21.09.2012,59.79,59.8,59.9,58.91,4.52M,0.59%
20.09.2012,59.44,60.57,60.65,58.67,4.53M,-2.86%
19.09.2012,61.19,60.85,61.39,60.06,1.99M,1.22%
18.09.2012,60.45,61.1,61.31,59.85,2.41M,-2.01%
17.09.2012,61.69,61.86,62.3,61.38,1.66M,-0.50%
14.09.2012,62,61.43,62.49,61.31,3.47M,3.39%
13.09.2012,59.97,60.81,60.88,59.64,2.38M,-0.97%
12.09.2012,60.56,59.65,61.11,59.29,3.34M,1.99%
11.09.2012,59.38,58.21,59.57,58.05,2.13M,1.45%
10.09.2012,58.53,57.93,58.79,57.76,1.99M,0.86%
07.09.2012,58.03,57.9,58.63,57.37,3.20M,1.40%
06.09.2012,57.23,55.2,57.23,55.04,4.24M,3.96%
05.09.2012,55.05,54.72,55.35,54.35,3.73M,-0.61%
04.09.2012,55.39,57.14,57.41,54.95,3.41M,-3.08%
03.09.2012,57.15,57.23,57.77,56.72,1.72M,-0.88%
31.08.2012,57.66,57.35,58.17,56.94,2.90M,0.54%
30.08.2012,57.35,59.45,59.5,57.2,3.84M,-4.75%
29.08.2012,60.21,60.5,60.58,59.58,1.39M,-0.53%
28.08.2012,60.53,60.34,60.54,59.84,1.31M,-0.39%
27.08.2012,60.77,59.8,60.88,59.56,1.27M,1.20%
24.08.2012,60.05,60.55,60.71,59.24,2.19M,-1.25%
23.08.2012,60.81,61.77,61.95,60.33,2.29M,-0.94%
22.08.2012,61.39,61.33,61.41,60.36,1.79M,-0.41%
21.08.2012,61.64,61.46,61.92,61.19,1.98M,0.69%
20.08.2012,61.22,61.51,62.04,60.89,1.66M,-0.39%
17.08.2012,61.46,60.3,61.64,60.13,2.66M,2.52%
16.08.2012,59.95,59.38,60.1,59.02,2.08M,1.64%
15.08.2012,58.98,58.95,59.52,58.66,1.62M,-0.25%
14.08.2012,59.13,59.4,59.67,58.83,1.63M,0.08%
13.08.2012,59.08,59.72,59.8,58.62,1.54M,-1.37%
10.08.2012,59.9,59.81,60.2,59.24,1.41M,-0.45%
09.08.2012,60.17,60.23,60.42,59.04,2.11M,-0.08%
08.08.2012,60.22,60.2,60.6,59.72,1.85M,-0.48%
07.08.2012,60.51,59.4,60.69,59.29,2.82M,1.70%
06.08.2012,59.5,57.93,60.05,57.84,2.90M,2.37%
03.08.2012,58.12,56.51,58.54,56.35,3.50M,2.94%
02.08.2012,56.46,58.44,59.65,56.21,4.95M,-4.29%
01.08.2012,58.99,59.3,59.75,57.72,4.13M,-2.93%
31.07.2012,60.77,60.69,61.43,59.53,2.47M,0.56%
30.07.2012,60.43,59.5,60.74,59.42,2.41M,2.16%
27.07.2012,59.15,57.5,59.38,56.91,2.99M,2.87%
26.07.2012,57.5,55.98,57.5,54.76,3.70M,2.88%
25.07.2012,55.89,55.1,56.8,55.01,3.26M,1.29%
24.07.2012,55.18,56.44,56.6,55.07,2.78M,-2.58%
23.07.2012,56.64,57.5,57.82,56.03,2.39M,-2.81%
20.07.2012,58.28,59.81,60.62,58.16,3.81M,-2.31%
19.07.2012,59.66,59.02,60.19,58.85,2.61M,1.39%
18.07.2012,58.84,57.85,59.01,57.43,1.79M,2.12%
17.07.2012,57.62,57.57,58.24,57.4,2.06M,0.21%
16.07.2012,57.5,57.66,57.7,56.78,1.56M,-0.47%
13.07.2012,57.77,55.86,58.03,55.67,2.53M,3.46%
12.07.2012,55.84,56.16,56.82,55.39,2.80M,-1.50%
11.07.2012,56.69,57.01,57.1,56.09,1.92M,-0.98%
10.07.2012,57.25,56.67,57.74,56.01,1.86M,1.53%
09.07.2012,56.39,56.46,56.66,55.85,1.86M,-0.05%
06.07.2012,56.42,58,58.17,56.41,3.38M,-4.55%
05.07.2012,59.11,59.1,60.14,58.08,3.01M,0.27%
04.07.2012,58.95,58.98,59.57,58.6,1.90M,0.02%
03.07.2012,58.94,57.7,59,57.55,2.55M,2.67%
02.07.2012,57.41,56.9,58.13,56.2,2.18M,0.84%
29.06.2012,56.93,56.4,57.05,55.37,3.46M,5.11%
28.06.2012,54.16,54.6,55.05,53.76,2.18M,-0.66%
27.06.2012,54.52,54,54.55,53.44,2.20M,1.53%
26.06.2012,53.7,54.28,54.48,53.16,3.84M,-2.26%
25.06.2012,54.94,56.26,56.32,54.94,2.31M,-2.71%
22.06.2012,56.47,57,57.18,56.3,1.90M,-1.93%
21.06.2012,57.58,57.75,58.43,57.19,2.40M,-0.84%
20.06.2012,58.07,57.87,58.25,56.84,1.94M,0.24%
19.06.2012,57.93,57.2,58.3,56.94,2.27M,1.38%
18.06.2012,57.14,57.19,57.64,56.65,3.25M,2.11%
15.06.2012,55.96,56.46,56.78,55.89,5.84M,-0.59%
14.06.2012,56.29,57.47,57.66,55.84,3.67M,-2.63%
13.06.2012,57.81,58.88,59.61,56.78,2.98M,-1.31%
12.06.2012,58.58,58.29,59.67,57.73,2.38M,-0.32%
11.06.2012,58.77,60.7,60.95,58.68,2.51M,-0.09%
08.06.2012,58.82,58.9,59.02,58.08,2.08M,-1.28%
07.06.2012,59.58,59.1,61.05,58.16,3.11M,1.83%
06.06.2012,58.51,58.02,58.91,57.51,3.33M,2.29%
05.06.2012,57.2,57.53,57.58,56.1,2.35M,0.62%
04.06.2012,56.85,57.9,58.04,56.81,2.61M,-3.18%
01.06.2012,58.72,61.07,61.1,57.84,4.22M,-3.90%
31.05.2012,61.1,62.1,62.88,60.6,3.01M,-1.47%
30.05.2012,62.01,63.61,63.74,61.66,2.86M,-3.11%
29.05.2012,64,63.13,64.79,62.98,2.43M,2.76%
28.05.2012,62.28,62.44,63.42,62.02,1.20M,0.61%
25.05.2012,61.9,62.01,62.62,61.4,1.63M,-0.13%
24.05.2012,61.98,62.44,62.58,61.25,2.46M,0.28%
23.05.2012,61.81,62.71,62.83,61.53,2.67M,-2.55%
22.05.2012,63.43,62.77,63.76,62.48,2.88M,2.69%
21.05.2012,61.77,61.48,62.66,61.39,2.36M,0.75%
18.05.2012,61.31,61.81,62.24,61.02,4.29M,-2.26%
17.05.2012,62.73,64.8,64.88,62.37,2.63M,-5.71%
16.05.2012,66.53,65.31,67.16,64.57,4.10M,0.54%
15.05.2012,66.17,66.95,67.3,65.5,2.97M,-0.41%
14.05.2012,66.44,67.23,67.35,65.91,2.22M,-1.72%
11.05.2012,67.6,65.82,67.6,65.51,2.73M,2.05%
10.05.2012,66.24,68.1,68.28,65.9,4.07M,-2.16%
09.05.2012,67.7,67.8,68.5,66.36,2.94M,0.52%
08.05.2012,67.35,69.3,69.73,66.88,2.92M,-3.85%
07.05.2012,70.05,67.1,70.25,66.89,2.45M,1.54%
04.05.2012,68.99,71.62,71.86,68.73,2.96M,-3.75%
03.05.2012,71.68,71.81,73.95,71.11,5.13M,0.86%
02.05.2012,71.07,72.64,72.91,70.29,2.68M,-1.03%
30.04.2012,71.81,72.31,72.67,71.61,1.89M,-0.44%
27.04.2012,72.13,70.8,72.5,70.51,2.62M,1.24%
26.04.2012,71.25,69.63,71.44,69.3,3.75M,2.25%
25.04.2012,69.68,67.95,70.08,67.83,2.34M,3.08%
24.04.2012,67.6,67.3,68.11,66.97,1.94M,0.90%
23.04.2012,67,68.8,68.84,66.4,2.62M,-4.07%
20.04.2012,69.84,68.41,69.97,67.82,2.62M,2.22%
19.04.2012,68.32,69.79,70.25,68.25,2.87M,-1.61%
18.04.2012,69.44,70.46,70.5,68.82,2.31M,-0.80%
17.04.2012,70,68.51,70,67.92,2.50M,1.88%
16.04.2012,68.71,66.9,69.49,66.8,2.76M,1.79%
13.04.2012,67.5,68.93,68.93,67,2.66M,-1.68%
12.04.2012,68.65,67.35,69.09,67.26,3.68M,2.91%
11.04.2012,66.71,65.15,67.22,65.08,3.12M,2.50%
10.04.2012,65.08,65.7,66.53,65.08,2.75M,-2.55%
05.04.2012,66.78,66.8,67.09,65.44,2.58M,0.33%
04.04.2012,66.56,67.5,67.8,66.21,2.90M,-2.10%
03.04.2012,67.99,69.21,69.21,67.99,2.09M,-1.76%
02.04.2012,69.21,68.38,69.21,67.41,3.24M,2.64%
30.03.2012,67.43,66.43,68.23,66.2,3.20M,2.43%
29.03.2012,65.83,67.02,67.34,65.67,3.08M,-2.07%
28.03.2012,67.22,68.08,68.55,67.01,2.20M,-1.80%
27.03.2012,68.45,69.2,69.34,68.4,1.81M,-0.32%
26.03.2012,68.67,68.19,69.43,67.2,2.16M,1.13%
23.03.2012,67.9,67.55,68.1,66.44,2.37M,0.43%
22.03.2012,67.61,68.7,69.2,67.08,2.70M,-1.74%
21.03.2012,68.81,68.8,69.45,67.94,2.69M,0.86%
20.03.2012,68.22,69.7,70,67.95,5.61M,-5.04%
19.03.2012,71.84,72.35,72.5,71.21,2.44M,-1.62%
16.03.2012,73.02,73.9,73.95,72.67,4.83M,-1.00%
15.03.2012,73.76,73.45,73.89,72.46,2.39M,0.42%
14.03.2012,73.45,71.03,73.74,70.13,4.54M,3.83%
13.03.2012,70.74,71.5,71.59,69.68,3.96M,-0.44%
12.03.2012,71.05,70.4,71.46,69.97,2.52M,0.78%
09.03.2012,70.5,69.16,70.85,68.58,2.50M,1.88%
08.03.2012,69.2,68.67,70.72,67.71,6.87M,1.36%
07.03.2012,68.27,66.99,68.32,66.52,2.58M,1.87%
06.03.2012,67.02,70.17,70.17,67.02,3.97M,-5.11%
05.03.2012,70.63,69.9,71.23,69.21,2.29M,0.03%
02.03.2012,70.61,71.75,71.77,70.42,1.80M,-1.23%
01.03.2012,71.49,69.36,71.49,68.61,2.78M,2.97%
29.02.2012,69.43,70.47,70.72,69.05,2.14M,-0.64%
28.02.2012,69.88,69.4,70.15,68.85,2.16M,1.22%
27.02.2012,69.04,69.52,69.6,67.67,3.07M,-1.82%
24.02.2012,70.32,70.24,70.94,69.4,2.10M,0.62%
23.02.2012,69.89,70.68,71.55,68.63,2.66M,-1.49%
22.02.2012,70.95,71.98,72.44,70.42,2.67M,-1.32%
21.02.2012,71.9,72.2,72.6,71.54,1.70M,-0.47%
20.02.2012,72.24,72.36,72.66,71.62,1.49M,0.36%
17.02.2012,71.98,71.17,72.04,70.65,2.79M,2.24%
16.02.2012,70.4,69.2,70.5,68.64,2.67M,0.24%
15.02.2012,70.23,70.65,71.23,70,2.38M,0.30%
14.02.2012,70.02,70.14,71.08,69.28,2.12M,-0.77%
13.02.2012,70.56,70.5,71.19,70.08,1.63M,0.99%
10.02.2012,69.87,71,71.92,69.49,2.65M,-2.33%
09.02.2012,71.54,69.67,72.62,69.4,4.32M,3.68%
08.02.2012,69,69.69,70.14,68.73,2.94M,-0.52%
07.02.2012,69.36,71.29,71.48,68.37,3.27M,-1.98%
06.02.2012,70.76,69.77,70.76,69.26,2.04M,1.11%
03.02.2012,69.98,67.75,70,67.5,2.82M,2.91%
02.02.2012,68,68.24,68.57,67.11,2.58M,0.01%
01.02.2012,67.99,65.13,68.08,65.13,3.66M,3.98%
31.01.2012,65.39,65.08,66.5,65.05,2.55M,1.30%
30.01.2012,64.55,63.79,64.99,63.72,1.96M,-0.08%
27.01.2012,64.6,64.98,66.32,64.24,2.46M,-1.22%
26.01.2012,65.4,63.91,65.7,63.5,2.91M,2.85%
25.01.2012,63.59,63.77,63.79,62.32,1.79M,0.14%
24.01.2012,63.5,63.44,64.1,62.57,2.22M,-0.59%
23.01.2012,63.88,63.41,64.18,62.65,2.28M,0.46%
20.01.2012,63.59,62.96,64.08,62.37,3.28M,1.00%
19.01.2012,62.96,62.45,63.19,61.73,2.86M,1.17%
18.01.2012,62.23,61.8,62.3,60.88,3.03M,0.31%
17.01.2012,62.04,61.47,62.13,61.19,3.55M,3.47%
16.01.2012,59.96,58.4,60.07,58.05,2.00M,2.58%
13.01.2012,58.45,60.05,60.17,56.83,2.96M,-1.60%
12.01.2012,59.4,58.99,60.31,58.45,2.06M,0.80%
11.01.2012,58.93,58.7,59.29,58.38,2.04M,0.36%
10.01.2012,58.72,57.81,59.38,57.61,2.95M,3.31%
09.01.2012,56.84,56,57.54,55.61,3.09M,2.32%
06.01.2012,55.55,56.13,56.58,55.05,1.91M,-1.07%
05.01.2012,56.15,56.05,56.57,54.56,2.72M,0.50%
04.01.2012,55.87,55.01,56.45,54.57,2.13M,1.05%
03.01.2012,55.29,53.75,55.58,53.69,2.68M,4.01%
02.01.2012,53.16,51.84,53.46,51.45,1.62M,2.70%
30.12.2011,51.76,51.22,51.76,50.8,749.42K,0.78%
29.12.2011,51.36,51.27,51.45,50.61,990.26K,0.51%
28.12.2011,51.1,52.77,52.77,51.01,1.28M,-3.26%
27.12.2011,52.82,52.76,53.3,52.7,570.04K,0.61%
23.12.2011,52.5,53.37,53.37,52.31,810.66K,-0.46%
22.12.2011,52.74,52.67,53.46,52.22,1.35M,0.40%
21.12.2011,52.53,53,53.9,52.18,1.92M,0.59%
20.12.2011,52.22,50.15,52.68,50.05,2.32M,4.29%
19.12.2011,50.07,49.6,51.56,49.42,3.24M,0.16%
16.12.2011,49.99,50.89,51.1,49.9,5.25M,-1.48%
15.12.2011,50.74,50.65,51.65,50.24,3.10M,0.98%
14.12.2011,50.25,52.43,52.47,50.19,4.54M,-5.10%
13.12.2011,52.95,52.88,53.79,52.12,2.49M,0.82%
12.12.2011,52.52,53.57,53.9,52.48,2.27M,-2.38%
09.12.2011,53.8,53.1,54.8,52.86,2.81M,0.35%
08.12.2011,53.61,56.08,56.21,53.38,2.86M,-3.70%
07.12.2011,55.67,56.86,57.4,54.74,2.09M,-0.71%
06.12.2011,56.07,55.59,56.87,55.2,2.22M,-0.25%
05.12.2011,56.21,56.35,56.57,55.57,2.53M,1.08%
02.12.2011,55.61,55.84,57.41,55.45,2.68M,0.78%
01.12.2011,55.18,55.63,56.5,55.1,2.84M,-1.43%
30.11.2011,55.98,52.47,56.38,51.61,5.35M,5.78%
29.11.2011,52.92,52.8,53.32,51.92,2.69M,-0.04%
28.11.2011,52.94,51.05,53.46,50.87,3.32M,5.21%
25.11.2011,50.32,49.74,50.49,48.52,2.70M,1.08%
24.11.2011,49.78,49.8,51.26,49.5,2.75M,0.97%
23.11.2011,49.3,50.25,51.07,49.3,3.24M,-3.03%
22.11.2011,50.84,51.8,52.47,50.71,2.62M,-0.95%
21.11.2011,51.33,53.35,53.39,51.02,3.22M,-4.15%
18.11.2011,53.55,53.92,55.09,53.38,3.01M,-1.73%
17.11.2011,54.49,55.41,55.96,54.27,3.32M,-2.19%
16.11.2011,55.71,57.17,58.08,55.12,3.42M,-3.20%
15.11.2011,57.55,57.6,58.5,56.59,2.19M,-1.05%
14.11.2011,58.16,59.15,59.2,57.36,1.89M,-0.97%
11.11.2011,58.73,57.98,58.85,56.7,2.21M,1.94%
10.11.2011,57.61,56.7,58.58,55.83,2.99M,1.35%
09.11.2011,56.84,59.2,59.72,55.5,3.66M,-2.70%
08.11.2011,58.42,58.16,60.29,57.9,2.79M,0.50%
07.11.2011,58.13,57.5,59.51,56.51,2.68M,0.47%
04.11.2011,57.86,61.1,61.15,57.7,2.88M,-4.54%
03.11.2011,60.61,57,61.16,56.68,5.62M,4.55%
02.11.2011,57.97,57.36,58.27,56.17,2.68M,2.46%
01.11.2011,56.58,57.25,57.42,55.27,4.42M,-4.20%
31.10.2011,59.06,61.4,61.4,59.06,2.62M,-4.45%
28.10.2011,61.81,61.66,62.47,60.86,3.33M,1.23%
27.10.2011,61.06,60,61.06,59.03,4.09M,5.62%
26.10.2011,57.81,57.72,59.6,57.15,2.60M,0.02%
25.10.2011,57.8,57.47,59.67,57.19,3.10M,-0.14%
24.10.2011,57.88,57.85,58.44,56.54,2.71M,1.21%
21.10.2011,57.19,54.4,57.4,53.67,3.83M,5.69%
20.10.2011,54.11,53.92,55.99,53.8,2.98M,-1.64%
19.10.2011,55.01,55.59,55.96,54.09,2.31M,-0.13%
18.10.2011,55.08,53.26,55.65,52.09,3.98M,1.06%
17.10.2011,54.5,57.22,58.08,53.84,4.02M,-3.44%
14.10.2011,56.44,55.09,57.17,54.56,3.18M,2.96%
13.10.2011,54.82,54.71,55.65,53.54,3.27M,-0.16%
12.10.2011,54.91,53.5,55.45,52.81,3.22M,2.16%
11.10.2011,53.75,52.71,53.98,51.94,2.92M,1.43%
10.10.2011,52.99,51.5,53.48,49.81,3.38M,4.13%
07.10.2011,50.89,49.12,51.1,48.4,4.29M,4.05%
06.10.2011,48.91,48.05,49.47,47.33,4.61M,3.19%
05.10.2011,47.4,46.28,47.41,45.12,4.54M,5.24%
04.10.2011,45.04,46.33,46.5,43.49,7.05M,-4.41%
03.10.2011,47.12,47.26,47.91,46.34,5.92M,-5.70%
30.09.2011,49.97,51.52,51.6,48.65,7.20M,-5.27%
29.09.2011,52.75,52.82,54.21,52.23,3.21M,-0.94%
28.09.2011,53.25,53.22,54.84,52.73,2.72M,-1.30%
27.09.2011,53.95,53.21,54.23,51.91,4.11M,6.20%
26.09.2011,50.8,51.45,51.61,49.73,5.31M,-2.64%
23.09.2011,52.18,53.5,53.7,49.95,5.21M,-1.34%
22.09.2011,52.89,54.25,54.38,52.08,5.02M,-5.71%
21.09.2011,56.09,57.71,57.71,55.67,2.39M,-2.69%
20.09.2011,57.64,55.59,57.97,55.59,2.64M,2.56%
19.09.2011,56.2,55.86,57.76,55.53,3.22M,-1.71%
16.09.2011,57.18,57.28,57.49,56.22,7.89M,1.17%
15.09.2011,56.52,55.71,57.43,55.13,4.78M,2.63%
14.09.2011,55.07,51.37,55.34,51.13,5.20M,6.01%
13.09.2011,51.95,52.16,52.73,50.06,3.93M,2.06%
12.09.2011,50.9,50.12,51.22,49.08,4.29M,-1.32%
09.09.2011,51.58,53.04,53.82,51.49,3.90M,-3.23%
08.09.2011,53.3,53.93,54.39,52.09,3.01M,-0.76%
07.09.2011,53.71,52.13,53.92,52.01,3.63M,6.02%
06.09.2011,50.66,50.93,51.93,49.89,4.12M,-0.41%
05.09.2011,50.87,52.56,53.97,50.23,4.45M,-6.18%
02.09.2011,54.22,55.7,55.88,53.77,3.24M,-4.71%
01.09.2011,56.9,56.49,57.59,54.74,4.09M,0.64%
31.08.2011,56.54,54.5,56.83,54.41,4.13M,4.22%
30.08.2011,54.25,55.31,55.31,53.43,2.71M,-0.29%
29.08.2011,54.41,55.25,55.33,53.5,2.34M,0.98%
26.08.2011,53.88,53.54,54.42,52.28,3.31M,0.11%
25.08.2011,53.82,54.28,55.56,52.99,5.24M,0.47%
24.08.2011,53.57,52.39,54.47,51.12,4.40M,4.28%
23.08.2011,51.37,50.88,52.47,50.23,4.91M,2.56%
22.08.2011,50.09,50.45,52.42,49.85,5.74M,-4.23%
19.08.2011,52.3,53.21,53.95,50.6,7.54M,-3.42%
18.08.2011,54.15,57.9,58.28,53.3,5.91M,-7.85%
17.08.2011,58.76,58.38,59.87,57.77,2.43M,-0.19%
16.08.2011,58.87,58.56,59.07,56.8,3.09M,-0.74%
15.08.2011,59.31,60.01,60.65,59.1,2.64M,-0.05%
12.08.2011,59.34,57.49,59.67,56.11,4.42M,2.91%
11.08.2011,57.66,57.3,57.86,54.39,5.74M,3.48%
10.08.2011,55.72,60.25,61.49,54.73,7.39M,-4.96%
09.08.2011,58.63,55.3,58.74,51.78,9.73M,5.72%
08.08.2011,55.46,59.64,61.07,54.58,7.47M,-8.30%
05.08.2011,60.48,59,63.6,58.85,6.10M,-1.29%
04.08.2011,61.27,66.63,66.65,61.26,5.97M,-6.53%
03.08.2011,65.55,64.98,66.91,64.46,4.09M,-0.64%
02.08.2011,65.97,67.92,69.22,65.81,4.55M,-2.57%
01.08.2011,67.71,71.67,71.75,67.54,2.82M,-3.22%
29.07.2011,69.96,69.13,70.71,68.71,2.23M,-0.41%
28.07.2011,70.25,70.25,70.85,68.02,3.28M,-0.64%
27.07.2011,70.7,71.82,72.85,70.35,3.33M,-2.06%
26.07.2011,72.19,73.77,73.77,71.58,2.36M,-1.81%
25.07.2011,73.52,71.18,73.66,70.97,2.43M,2.71%
22.07.2011,71.58,71.79,71.93,70.63,1.64M,0.59%
21.07.2011,71.16,72.33,72.5,70.46,2.88M,-1.13%
20.07.2011,71.97,72.44,72.44,71.19,1.87M,-0.04%
19.07.2011,72,71.85,72.47,71.25,1.71M,1.25%
18.07.2011,71.11,72.16,72.65,70.96,2.26M,-2.15%
15.07.2011,72.67,70.82,72.73,70.49,3.76M,2.35%
14.07.2011,71,69.72,71.73,69.61,3.66M,1.37%
13.07.2011,70.04,67.58,70.24,67.58,3.60M,4.16%
12.07.2011,67.24,65.77,67.55,64.26,5.38M,0.73%
11.07.2011,66.75,67.97,68.25,66.39,2.67M,-2.57%
08.07.2011,68.51,69.33,70.11,68.26,2.42M,-1.11%
07.07.2011,69.28,68.41,69.37,68.15,2.77M,2.15%
06.07.2011,67.82,68.56,69.14,67.57,2.34M,-1.41%
